Status,"Kampagnen ID",Kampagne,Kategorie,Unterkategorien,URL,"Exklusiv bei TradeTracker","Tracking URL",CPM,Klick,Lead,iLead,"Sales (EUR)","iSales (EUR)","Sales (%)","iSales (%)","App install","App start",Segment,Registrierungsdatum,Änderungsdatum,"Deep Linking",CleanLinking,"Referenz Tracking",Produkt-Feed,Suchmaschinen-Marketing,"E-Mail Marketing",Cashback,"Gutschein-, Rabatt- und Angebotsseiten",Prepayment,Segmentierung,Cookie-Laufzeit,Startdatum,Enddatum,"Lead Attritbution Modell","Verglichen mit den letzten 30 Tagen","Sales Attribution Modell","Verglichen mit den letzten 30 Tagen"
"Nicht angemeldet",#33271,"Mini In The Box DE",Warenhäuser,"Telekommunikation > Zubehör, Sport und Freizeit > Hockey, Gesundheit und Schönheit > Diät, Telekommunikation > Nur SIM-Karte, Elektronik > Fotos und Video, Bücher, Zeitungen und Magazine > Bücher, Mode und Accessoires > Herren, Gesundheit und Schönheit > Parfüme und Aftershave, Büro > Büromöbel, Sport und Freizeit > Kleidung und Schuhe, Kunst und Lifestyle > Leinwände, Sport und Freizeit > Fitness, Mode und Accessoires > Schuhe und Stiefel, Kunst und Lifestyle > Lifestyle, Sport und Freizeit > Fußball, Mode und Accessoires > Dessous, Kunst und Lifestyle > Fotoalben, Wohnen, Haus und Garten > Betten und Bettzeug, Sport und Freizeit > Nahrungsergänzungsmittel, Telekommunikation > Geschäftskunden, Mode und Accessoires > Kinderkleidung, Kunst und Lifestyle > Poster und Bilder, Sport und Freizeit > Golf, Autos, Motorräder und Zubehör > Fahrräder, Tiere > Aquarien und Teiche, Mode und Accessoires > Nachtwäsche, Autos, Motorräder und Zubehör > Broschüren und Testfahrten, Kunst und Lifestyle > Kunst, Wohnen, Haus und Garten > Wohnungseinrichtung, Wohnen, Haus und Garten > Lampen und Licht, Sport und Freizeit > Sportausstattung, Wohnen, Haus und Garten > Haustechnik, Autos, Motorräder und Zubehör > Werkzeuge, Wohnen, Haus und Garten > Immobilie, Wohnen, Haus und Garten > Möbel und Interior, Telekommunikation > Handy-Recycling, Hobby und Freizeit > Musikinstrumente, Wohnen, Haus und Garten > Küche, Wohnen, Haus und Garten > Sicherheitsprodukte, Wohnen, Haus und Garten > Bett- und Tischwäsche, Wohnen, Haus und Garten > Bad- und Sanitäreinrichtungen, Autos, Motorräder und Zubehör > Autoverkäufe, Elektronik > Audio und Video, Wohnen, Haus und Garten > Terrasse, Wohnen, Haus und Garten > Garten, Gesundheit und Schönheit > Arzneimittel, Wohnen, Haus und Garten > Boden und Pflaster, Autos, Motorräder und Zubehör > Soundsystem, Sport und Freizeit > Tennis, Wohnen, Haus und Garten > Haus & Garten, Autos, Motorräder und Zubehör > Navigationssystem, Elektronik > Computer, Sport und Freizeit > Wintersport, Telekommunikation > Klingeltöne und Zubehör, Mode und Accessoires > Damen, Wohnen, Haus und Garten > Grillen, Hobby und Freizeit > Münzen und Briefmarken, Tiere > Katzen und Hunde, Hobby und Freizeit > Outdoor, Gesundheit und Schönheit > Eigenversuch, Hobby und Freizeit > Freizeitangeln, Hobby und Freizeit > Modellbau, Gesundheit und Schönheit > Kosmetik & Hautpflege, Autos, Motorräder und Zubehör > Zubehör und Teile, Gesundheit und Schönheit > Nahrungsergänzungsmittel, Gesundheit und Schönheit > Kontaktlinsen, Bücher, Zeitungen und Magazine > Zeitschriften und Magazine, Gesundheit und Schönheit > Brillen, Erotik > Erotikprodukte, Gesundheit und Schönheit > Vitamine, Telekommunikation > TV und Internet, Elektronik > Telefone, Mode und Accessoires > Sportkleidung, Gesundheit und Schönheit > Gesundheitsvorsorge, Baby und Kinder > Kinderspielzeug, Hard- und Software > Drucker und Druckerpatronen, Elektronik > Sat-Anlage, Hard- und Software > Hardware, Geschenke und Gadgets > Glückwunschkarten, Sport und Freizeit > Outdoor, Geschenke und Gadgets > Saisonal, Elektronik > Haushaltswaren, Gesundheit und Schönheit > Ergonomie, Mode und Accessoires > Badekleidung, Geschenke und Gadgets > Gadgets, Sport und Freizeit > Radfahren, Geschenke und Gadgets > Geschenke, Spaß und Spiele > Games und Spielekonsolen, Spaß und Spiele > Freizeitspiele, Sport und Freizeit > Lauf- und Cross-Training, Blumen > Pflanzen, Baby und Kinder > Babykleidung, Blumen > Blumen und Bouquet, Mode und Accessoires > Senioren, Sport und Freizeit > Boxen, Elektronik > Gesundheitsvorsorge, Mode und Accessoires > Jugend, Telekommunikation > Mobiltelefone, Elektronik > Küche, Mode und Accessoires > Outlet, Baby und Kinder > Babyprodukte, Mode und Accessoires > Übergrößen, Elektronik > Zubehör, Mode und Accessoires > Sonnenbrillen, Elektronik > Multimedia, Kunst und Lifestyle > Fotoprodukte, Mode und Accessoires > Accessoires, Büro > Büromaterial, Mode und Accessoires > Handtaschen und Portemonnaies, Sonstiges > Auktionen und Deals, Sonstiges > Umfragen, Sonstiges > Newsletter Abonnements, Sonstiges > Broschüren, Mode und Accessoires > Schmuck und Uhren",https://www.miniinthebox.com/,nein,https://tc.tradetracker.net/?c=33271&m=0&a=390329,-,-,-,-,-,-,"12,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",30.09.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#9517,Misterlinse.de,"Gesundheit und Schönheit","Gesundheit und Schönheit > Kontaktlinsen",https://www.misterlinse.de,ja,https://www.misterlinse.de/kontaktlinsen/?tt=9517_0_390329_,-,-,-,-,-,-,"13,00 %","13,00 %",-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,ja,automatisch,"30 Tage",19.12.12,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#2137,Modefreund.de,"Mode und Accessoires","Mode und Accessoires > Handtaschen und Portemonnaies, Mode und Accessoires > Jugend, Mode und Accessoires > Kinderkleidung, Mode und Accessoires > Schuhe und Stiefel",https://www.modefreund.de,ja,https://www.modefreund.de/layout/modefreund_Markenmode_online/tradetracker/index.html?tt=2137_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",15.09.09,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#12033,Molecaten,"Reisen und Urlaub","Reisen und Urlaub > Sommerurlaub, Reisen und Urlaub > Ferienwohnungen, Reisen und Urlaub > Camping-Reisen, Reisen und Urlaub > Ferienparks",https://www.molecaten.de,nein,https://www.molecaten.de/urlaub/?tt=12033_0_390329_,-,-,-,-,-,-,"8,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,"Nicht gestattet",Erlaubt,Erlaubt,nein,automatisch,"45 Tage",30.07.13,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#23740,Momondo.de,"Reisen und Urlaub",,https://www.momondo.de,nein,https://tc.tradetracker.net/?c=23740&m=0&a=390329,-,-,"0,24 €",-,-,-,-,-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Eingeschränkt,Eingeschränkt,nein,manuell,"100 Tage",28.10.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#23424,Mopo.de/shop,Warenhäuser,,https://shop.mopo.de/,nein,https://shop.mopo.de/norden/?tt=23424_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"60 Tage",22.08.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#26271,Movieparkholidays.de,"Reisen und Urlaub","Reisen und Urlaub > Freizeitparks, Reisen und Urlaub > Tickets, Reisen und Urlaub > Ferienparks",https://www.movieparkholidays.de/home.html,nein,https://www.movieparkholidays.de/freizeit/?tt=26271_0_390329_,-,-,-,-,-,-,"12,75 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,"Nicht gestattet",Eingeschränkt,nein,manuell,"30 Tage",28.07.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#18961,"Musement DE","Reisen und Urlaub","Reisen und Urlaub > Sportreisen, Reisen und Urlaub > Städtereisen, Reisen und Urlaub > Rundreisen, Reisen und Urlaub > Singlereisen, Reisen und Urlaub > Sommerurlaub, Reisen und Urlaub > Reiseprodukte",https://www.musement.com/de,nein,https://tc.tradetracker.net/?c=18961&m=0&a=390329,-,-,-,-,-,-,"7,50 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"30 Tage",30.04.15,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#13746,Mydacapo.de,"Mode und Accessoires","Mode und Accessoires > Dessous, Mode und Accessoires > Damen, Mode und Accessoires > Nachtwäsche",https://www.mydacapo.de,nein,https://www.mydacapo.de/damendessous/?tt=13746_0_390329_,-,-,-,-,-,-,"6,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",17.01.13,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#15974,Myfelt.de,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Wohnungseinrichtung",https://www.myfelt.de/,nein,https://www.myfelt.de/teppiche/?tt=15974_0_390329_,-,-,-,-,-,-,"10,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"60 Tage",12.08.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33639,Nachtwaechter.de,"Gesundheit und Schönheit","Wohnen, Haus und Garten > Wohnungseinrichtung, Essen und Trinken > Ernährung und Nahrungsergänzungsmittel, Wohnen, Haus und Garten > Bett- und Tischwäsche, Gesundheit und Schönheit > Ergonomie",https://www.nacht-waechter.de/,ja,https://www.nacht-waechter.de/schlaf/?tt=33639_0_390329_,-,-,-,-,-,-,"8,00 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",25.11.20,,Benutzerdefiniert,-,Benutzerdefiniert,-
"Nicht angemeldet",#33130,Namly,"Mode und Accessoires",,https://www.namly.de/,nein,https://www.namly.de/affiliate?tt=33130_0_390329_,-,-,-,-,-,-,"17,50 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",28.10.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#30469,naturhäuschen.de,"Reisen und Urlaub",,https://www.naturhaeuschen.de,nein,https://tc.tradetracker.net/?c=30469&m=0&a=390329,-,-,-,-,-,-,"2,50 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",19.08.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#26829,Newchic,"Mode und Accessoires","Mode und Accessoires > Senioren, Mode und Accessoires > Outlet, Mode und Accessoires > Nachtwäsche, Mode und Accessoires > Damen, Mode und Accessoires > Jugend, Mode und Accessoires > Badekleidung, Mode und Accessoires > Sonnenbrillen, Mode und Accessoires > Accessoires, Mode und Accessoires > Schmuck und Uhren, Mode und Accessoires > Übergrößen, Mode und Accessoires > Schuhe und Stiefel, Mode und Accessoires > Herren, Mode und Accessoires > Sportkleidung, Mode und Accessoires > Dessous, Mode und Accessoires > Handtaschen und Portemonnaies, Mode und Accessoires > Kinderkleidung",https://www.newchic.com,nein,https://tc.tradetracker.net/?c=26829&m=0&a=390329,-,-,-,-,-,-,"10,78 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",20.10.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#23415,"Nikkel-art.de ","Wohnen, Haus und Garten","Kunst und Lifestyle > Leinwände, Kunst und Lifestyle > Poster und Bilder, Wohnen, Haus und Garten > Haus & Garten, Wohnen, Haus und Garten > Wohnungseinrichtung, Kunst und Lifestyle > Fotoprodukte",https://www.nikkel-art.de/,nein,https://tc.tradetracker.net/?c=23415&m=0&a=390329,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,"Nicht gestattet",Erlaubt,nein,manuell,"30 Tage",24.03.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#19601,Nostalux.de,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Lampen und Licht",https://www.nostalux.de,nein,https://www.nostalux.de/tt/?tt=19601_0_390329_,-,-,-,-,-,-,"8,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"30 Tage",28.03.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#22544,Nu:ju,"Gesundheit und Schönheit","Mode und Accessoires > Herren, Mode und Accessoires > Damen, Mode und Accessoires > Sportkleidung, Gesundheit und Schönheit > Gesundheitsvorsorge, Gesundheit und Schönheit > Eigenversuch, Gesundheit und Schönheit > Kosmetik & Hautpflege",https://www.nu-ju.eu/de/,nein,https://nuju.webshopapp.com/de/tracking/tradetracker/redirect/?tt=22544_0_390329_,-,-,-,-,-,-,"15,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"30 Tage",23.03.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#18199,Ohmyprints.com,"Kunst und Lifestyle","Kunst und Lifestyle > Poster und Bilder, Kunst und Lifestyle > Kunst, Kunst und Lifestyle > Lifestyle",https://www.ohmyprints.com/de/,nein,https://www.ohmyprints.com/bilder/?tt=18199_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Erlaubt,"Nicht gestattet",nein,manuell,"60 Tage",08.04.15,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#2333,"Orgawell ","Gesundheit und Schönheit","Gesundheit und Schönheit > Eigenversuch, Erotik > Erotikprodukte",https://www.orgawell.com,nein,https://tc.tradetracker.net/?c=2333&m=0&a=390329,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Eingeschränkt,Erlaubt,nein,automatisch,"100 Tage",07.08.09,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33097,Otiro.de,"Autos, Motorräder und Zubehör",,https://www.otiro.de/,ja,https://www.otiro.de/autoband/?tt=33097_0_390329_,-,-,-,-,-,-,"2,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",15.10.20,,Klassisch,-,Benutzerdefiniert,-
"Nicht angemeldet",#27010,Parkenamflughafen.de,"Reisen und Urlaub",,https://www.parkenamflughafen.de,nein,https://tc.tradetracker.net/?c=27010&m=0&a=390329,-,-,-,-,-,-,"6,00 %",-,-,-,-,,,ja,nein,ja,nein,Erlaubt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",23.11.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#32300,Parkos,"Reisen und Urlaub","Reisen und Urlaub > Parken",https://parkos.de/,ja,https://parkos.de/parking/?tt=32300_0_390329_,-,-,-,-,-,-,"5,25 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,"Nicht gestattet",nein,manuell,"100 Tage",26.05.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#16906,Paulaschoice.de,"Gesundheit und Schönheit","Gesundheit und Schönheit > Kosmetik & Hautpflege",https://www.paulaschoice.de/,nein,https://www.paulaschoice.de/pflege/?tt=16906_0_390329_,-,-,-,-,-,-,"8,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Eingeschränkt,Eingeschränkt,nein,automatisch,"7 Tage",23.09.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#7425,"Pestana Hotels & Resorts","Reisen und Urlaub","Reisen und Urlaub > Winterurlaub, Reisen und Urlaub > Hotels, Reisen und Urlaub > Sommerurlaub, Reisen und Urlaub > Aktivreisen",https://www.pestana.com/de,nein,https://tc.tradetracker.net/?c=7425&m=0&a=390329,-,-,-,-,-,-,"4,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",14.03.12,,Klassisch,-,Klassisch,-
Akzeptiert,#20470,Pferd-Spezial.de,Juristisch,"Persönliche Internetdienstleistungen > Verkaufsangebote, Tiere > Pferde, Hobby und Freizeit > Outdoor, Finanzprodukte > Lebensversicherung, Sport und Freizeit > Sportausstattung",https://www.pferd-spezial.de/,nein,https://www.pferd-spezial.de/pferd/?tt=20470_0_390329_,-,-,-,-,"35,00 €","35,00 €","3,50 %","3,50 %",-,-,Allgemein,16.11.20,25.11.20,ja,nein,ja,ja,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"60 Tage",28.09.15,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#8503,Polstereibedarf-online.de,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Wohnungseinrichtung",https://www.polstereibedarf-online.de,ja,https://tc.tradetracker.net/?c=8503&m=0&a=390329,-,-,-,-,-,-,"5,00 %","5,00 %",-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Eingeschränkt,Erlaubt,nein,automatisch,"30 Tage",30.10.12,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#30653,"Pressbar Säfte","Essen und Trinken",,https://pressbar.eu,nein,https://tc.tradetracker.net/?c=30653&m=0&a=390329,-,-,-,-,-,-,"6,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"90 Tage",15.08.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#8241,"Prinsotel Hotels & Apartments","Reisen und Urlaub","Reisen und Urlaub > Hotels",https://www.prinsotel.es/,nein,https://tc.tradetracker.net/?c=8241&m=0&a=390329,-,-,-,-,-,-,"4,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",06.07.12,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33924,"Protein Club","Sport und Freizeit","Sport und Freizeit > Nahrungsergänzungsmittel",https://www.proteinclub.com,ja,https://tc.tradetracker.net/?c=33924&m=0&a=390329,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,nein,Erlaubt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",02.02.21,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#24055,Publicpress.de,"Reisen und Urlaub",,https://www.publicpress.de/,nein,https://www.publicpress.de/reisen/?tt=24055_0_390329_,-,-,-,-,-,-,"12,60 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"60 Tage",19.12.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#14272,"Qatar Airways DE","Reisen und Urlaub","Reisen und Urlaub > Tickets",https://www.qatarairways.com/de/de/homepage.page,nein,https://tc.tradetracker.net/?c=14272&m=0&a=390329,-,-,-,-,-,-,"2,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Eingeschränkt,Eingeschränkt,nein,manuell,"30 Tage",08.05.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#22427,RaceTrackArt.de,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Möbel und Interior, Wohnen, Haus und Garten > Haus & Garten, Wohnen, Haus und Garten > Wohnungseinrichtung",https://www.racetrackart.de,nein,https://tc.tradetracker.net/?c=22427&m=0&a=390329,-,-,-,-,-,-,"8,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"30 Tage",06.02.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#30794,"Rains ApS","Mode und Accessoires",,https://www.de.rains.com/,ja,https://tc.tradetracker.net/?c=30794&m=0&a=390329,-,-,-,-,-,-,"10,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Eingeschränkt,"Nicht gestattet",nein,manuell,"30 Tage",26.06.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33572,rawpowders.de,"Essen und Trinken","Essen und Trinken > Ernährung und Nahrungsergänzungsmittel",https://rawpowders.de/,ja,https://rawpowders.de/oil/tt=33572_0_390329_,-,-,-,-,-,-,"5,60 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,Erlaubt,Eingeschränkt,Eingeschränkt,nein,manuell,"30 Tage",03.12.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#29947,redmagic,"Spaß und Spiele",,https://redmagic.gg/,nein,https://tc.tradetracker.net/?c=29947&m=0&a=390329,-,-,-,-,-,-,"4,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"90 Tage",12.03.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#32773,"Rent Cars DE","Reisen und Urlaub","Reisen und Urlaub > Autovermietung",https://www.rentcars.com/de-de/,nein,https://tc.tradetracker.net/?c=32773&m=0&a=390329,-,-,-,-,-,-,"8,25 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Erlaubt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",22.07.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#25868,"REPEAT cashmere","Mode und Accessoires","Mode und Accessoires > Herren, Mode und Accessoires > Accessoires, Mode und Accessoires > Jugend, Mode und Accessoires > Handtaschen und Portemonnaies, Mode und Accessoires > Damen",https://www.repeatcashmere.com/de/,nein,https://www.repeatcashmere.com/trade-tracker/?tt=25868_0_390329_,-,-,-,-,-,-,"8,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"30 Tage",06.07.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33531,"REVIVE Interior","Wohnen, Haus und Garten","Wohnen, Haus und Garten > Haus & Garten, Wohnen, Haus und Garten > Bad- und Sanitäreinrichtungen, Wohnen, Haus und Garten > Möbel und Interior, Wohnen, Haus und Garten > Betten und Bettzeug, Wohnen, Haus und Garten > Küche, Wohnen, Haus und Garten > Wohnungseinrichtung",https://www.reviveinterior.de,ja,https://wohnen.reviveinterior.de/?tt=33531_0_390329_,-,-,-,-,-,-,"8,00 %","8,00 %",-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",25.01.21,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#9108,Robomaeher.de,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Garten, Wohnen, Haus und Garten > Haus & Garten, Wohnen, Haus und Garten > Haustechnik",https://www.robomaeher.de,nein,https://www.robomaeher.de/rasenroboter/?tt=9108_0_390329_,-,-,-,-,-,-,"5,00 %",-,-,-,-,,,ja,nein,ja,nein,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"9 Monate",22.10.12,,Klassisch,-,Klassisch,-
Abgelehnt,#33850,Rohleder,"Geschenke und Gadgets","Geschenke und Gadgets > Geschenke, Mode und Accessoires > Damen, Mode und Accessoires > Accessoires, Mode und Accessoires > Herren",https://rohleder.at/,ja,https://tc.tradetracker.net/?c=33850&m=0&a=390329,-,-,-,-,-,-,"14,00 %",-,-,-,Allgemein,18.01.21,21.01.21,ja,nein,ja,nein,Eingeschränkt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",15.01.21,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#27865,Roncato.com,"Mode und Accessoires","Mode und Accessoires > Herren, Mode und Accessoires > Damen, Mode und Accessoires > Jugend, Mode und Accessoires > Outlet, Mode und Accessoires > Accessoires, Mode und Accessoires > Handtaschen und Portemonnaies, Reisen und Urlaub > Reiseprodukte",https://www.roncato.com/de/,ja,https://tc.tradetracker.net/?c=27865&m=0&a=390329,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",08.03.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#5837,Roompotparks.de,"Reisen und Urlaub","Reisen und Urlaub > Hotels, Reisen und Urlaub > Singlereisen, Reisen und Urlaub > Winterurlaub, Reisen und Urlaub > Sommerurlaub, Reisen und Urlaub > Ferienparks, Reisen und Urlaub > Camping-Reisen, Reisen und Urlaub > Sportreisen, Reisen und Urlaub > Ferienwohnungen",https://www.roompot.de,nein,https://tc.tradetracker.net/?c=5837&m=0&a=390329,-,-,"0,50 €",-,-,-,"3,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,automatisch,"30 Tage",11.11.11,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#32336,sabinastore,"Gesundheit und Schönheit",,https://www.sabinastore.com/,ja,https://www.sabinastore.com/duefte/?tt=32336_0_390329_,-,-,-,-,-,-,"3,50 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"1 Monat",01.05.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#21941,Sailing2gether.de,"Reisen und Urlaub","Reisen und Urlaub > Kreuzfahrten, Persönliche Internetdienstleistungen > Verkaufsangebote, Reisen und Urlaub > Sommerurlaub, Reisen und Urlaub > Rundreisen, Reisen und Urlaub > Reiseprodukte, Reisen und Urlaub > Abenteuerreisen, Geschenke und Gadgets > Geschenke, Geschenke und Gadgets > Saisonal, Reisen und Urlaub > Sportreisen, Reisen und Urlaub > Singlereisen, Reisen und Urlaub > Aktivreisen, Reisen und Urlaub > Städtereisen, Reisen und Urlaub > Jugendreisen, Reisen und Urlaub > Tickets, Entertainment und Entspannung > Veranstaltungen",https://mitsegelnholland.de/,nein,https://mitsegelnholland.de/segeln/?tt=21941_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,nein,Erlaubt,Eingeschränkt,Eingeschränkt,Eingeschränkt,nein,manuell,"30 Tage",03.02.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#7201,Samenkaufen.de,Blumen,"Blumen > Pflanzen",https://www.samenkaufen.de,ja,https://www.samenkaufen.de/bol/?tt=7201_0_390329_,-,-,-,-,-,-,"7,00 %","7,00 %",-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,"Nicht gestattet",nein,manuell,"30 Tage",13.02.12,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#21716,Sbsupply.de,Telekommunikation,"Telekommunikation > Zubehör, Telekommunikation > Mobiltelefone, Geschenke und Gadgets > Gadgets, Geschenke und Gadgets > Geschenke",https://www.sbsupply.de/,ja,https://www.sbsupply.de/gadgets/?tt=21716_0_390329_,-,-,-,-,-,-,"3,99 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet","Nicht gestattet",Eingeschränkt,"Nicht gestattet",nein,manuell,"30 Tage",28.12.15,,Klassisch,-,Klassisch,-
