Status,"Kampagnen ID",Kampagne,Kategorie,Unterkategorien,URL,"Exklusiv bei TradeTracker","Tracking URL",CPM,Klick,Lead,iLead,"Sales (EUR)","iSales (EUR)","Sales (%)","iSales (%)","App install","App start",Segment,Registrierungsdatum,Änderungsdatum,"Deep Linking",CleanLinking,"Referenz Tracking",Produkt-Feed,Suchmaschinen-Marketing,"E-Mail Marketing",Cashback,"Gutschein-, Rabatt- und Angebotsseiten",Prepayment,Segmentierung,Cookie-Laufzeit,Startdatum,Enddatum,"Lead Attritbution Modell","Verglichen mit den letzten 30 Tagen","Sales Attribution Modell","Verglichen mit den letzten 30 Tagen"
Abgelehnt,#16331,Entscheiderclub.de,Sonstiges,"Sonstiges > Umfragen",https://www.entscheiderclub.de,nein,https://tc.tradetracker.net/?c=16331&m=0&a=390329,-,-,-,-,"0,50 €",-,-,-,-,-,Allgemein,01.01.21,08.01.21,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,"Nicht gestattet",Erlaubt,nein,manuell,"30 Tage",18.09.14,,Klassisch,-,Klassisch,-
Abgelehnt,#26937,Epplejeck-reitsport.de,"Sport und Freizeit","Tiere > Pferde",https://www.epplejeck-reitsport.de/,ja,https://tc.tradetracker.net/?c=26937&m=0&a=390329,-,-,-,-,-,-,"7,00 %",-,-,-,Allgemein,16.11.20,23.11.20,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"30 Tage",09.04.18,,Benutzerdefiniert,-,Benutzerdefiniert,-
"Nicht angemeldet",#30367,Eurocampings,"Reisen und Urlaub",,https://www.eurocampings.de,nein,https://tc.tradetracker.net/?c=30367&m=0&a=390329,-,-,"0,10 €",-,-,-,"3,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Eingeschränkt,"Nicht gestattet",nein,manuell,"100 Tage",05.06.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#8224,EuroClinix,"Gesundheit und Schönheit","Gesundheit und Schönheit > Nahrungsergänzungsmittel, Gesundheit und Schönheit > Arzneimittel, Gesundheit und Schönheit > Vitamine, Gesundheit und Schönheit > Gesundheitsvorsorge",https://www.euroclinix.net/de/,nein,https://tc.tradetracker.net/?c=8224&m=0&a=390329,-,-,-,-,-,-,"13,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"30 Tage",02.08.12,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33515,Eurosender,"Wohnen, Haus und Garten",,https://www.eurosender.com/de/,nein,https://eurosender.com/shipping/de/?tt=33515_0_390329_,-,-,-,-,"3,50 €",-,"7,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"45 Tage",09.12.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#32565,Fairphone,Elektronik,,https://www.fairphone.com/de/,ja,https://tc.tradetracker.net/?c=32565&m=0&a=390329,-,-,-,-,-,-,"2,10 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"30 Tage",13.05.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#14514,Ferienparkspecials.de,"Reisen und Urlaub","Reisen und Urlaub > Ferienparks, Reisen und Urlaub > Ferienwohnungen, Reisen und Urlaub > Winterurlaub, Reisen und Urlaub > Sommerurlaub",https://www.ferienparkspecials.de,nein,https://tc.tradetracker.net/?c=14514&m=0&a=390329,-,-,-,-,"8,40 €",-,-,-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,automatisch,"30 Tage",16.06.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#11581,Fitreisen.de,"Reisen und Urlaub","Reisen und Urlaub > Sportreisen, Reisen und Urlaub > Aktivreisen",https://www.fitreisen.de,nein,https://www.fitreisen.de/tradetracker/?tt=11581_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,automatisch,"60 Tage",24.06.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#15879,Fleur-dessous.de,"Mode und Accessoires","Mode und Accessoires > Damen, Mode und Accessoires > Dessous",https://www.fleur-dessous.de/,nein,https://www.fleur-dessous.de/unterwaesche/?tt=15879_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",14.04.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33236,Flirt-Karussell.de,Dating,"Erotik > Adult Dating",https://www.flirt-karussell.de,ja,https://www.flirt-karussell.de/flirten/?tt=33236_0_390329_,-,-,"4,20 €",-,-,-,-,-,-,-,-,,,ja,nein,ja,nein,Erlaubt,Erlaubt,Erlaubt,Erlaubt,nein,automatisch,"100 Tage",12.10.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#14804,Flowers-deluxe.de,Blumen,"Blumen > Blumen und Bouquet, Geschenke und Gadgets > Saisonal, Geschenke und Gadgets > Geschenke",https://www.flowers-deluxe.de/,nein,https://www.flowers-deluxe.de/blumen/?tt=14804_0_390329_,-,-,-,-,-,-,"5,00 %","5,00 %",-,-,-,,,ja,nein,ja,ja,Erlaubt,Eingeschränkt,Erlaubt,Eingeschränkt,nein,automatisch,"60 Tage",25.04.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#27360,Flug-verspaetet.de,"Reisen und Urlaub",,https://www.flug-verspaetet.de/,ja,https://tc.tradetracker.net/?c=27360&m=0&a=390329,-,-,"14,00 €",-,-,-,-,-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Eingeschränkt,Eingeschränkt,nein,manuell,"30 Tage",01.02.18,,Linear,-,Linear,-
"Nicht angemeldet",#31030,fotofabrik.de,"Geschenke und Gadgets",,https://www.fotofabrik.de/,nein,https://tc.tradetracker.net/?c=31030&m=0&a=390329,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Eingeschränkt,Erlaubt,nein,manuell,"100 Tage",18.10.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#32109,Fotos4Art,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Wohnungseinrichtung, Wohnen, Haus und Garten > Haus & Garten, Kunst und Lifestyle > Fotoprodukte, Kunst und Lifestyle > Leinwände, Kunst und Lifestyle > Poster und Bilder",https://www.fotos4art.de/,ja,https://www.fotos4art.de/foto/?tt=32109_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",25.02.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33235,Frivoloo.de,Dating,"Erotik > Adult Dating",https://www.frivoloo.de,ja,https://www.frivoloo.de/flirten/?tt=33235_0_390329_,-,-,"4,20 €",-,-,-,-,-,-,-,-,,,ja,nein,ja,nein,Erlaubt,Erlaubt,Erlaubt,Erlaubt,nein,automatisch,"100 Tage",12.10.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#13268,Frmoda.com,"Mode und Accessoires","Mode und Accessoires > Damen, Mode und Accessoires > Herren",https://www.frmoda.com/de/,nein,https://www.frmoda.com/tt/?tt=13268_0_390329_,-,-,-,-,-,-,"9,10 %","9,10 %",-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"30 Tage",04.11.13,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#9680,Gartencenterkoeman.de,Blumen,"Blumen > Pflanzen, Blumen > Blumen und Bouquet",https://gartencenterkoeman.de/,ja,https://gartencenterkoeman.de/bol/?tt=9680_0_390329_,-,-,-,-,-,-,"7,00 %","7,00 %",-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,"Nicht gestattet",nein,manuell,"30 Tage",19.12.12,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#17193,Gartenfachmarkt24.de,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Garten, Wohnen, Haus und Garten > Haus & Garten",https://www.gartenfachmarkt24.de/,nein,https://tc.tradetracker.net/?c=17193&m=0&a=390329,-,-,-,-,-,-,"5,00 %","5,00 %",-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",01.12.14,,Klassisch,-,Klassisch,-
Akzeptiert,#28899,Gartenfrosch.com,Blumen,"Wohnen, Haus und Garten > Garten",https://www.gartenfrosch.com/,nein,https://www.gartenfrosch.com/garten/?tt=28899_0_390329_,-,-,-,-,-,-,"10,50 %",-,-,-,Allgemein,01.01.21,10.01.21,ja,nein,ja,nein,"Nicht gestattet",Erlaubt,"Nicht gestattet","Nicht gestattet",nein,manuell,"40 Tage",07.11.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#14081,Gartenposter.de,"Kunst und Lifestyle","Kunst und Lifestyle > Kunst, Kunst und Lifestyle > Poster und Bilder, Geschenke und Gadgets > Geschenke, Kunst und Lifestyle > Lifestyle, Kunst und Lifestyle > Fotoprodukte",https://www.gartenposter.de/,nein,https://tc.tradetracker.net/?c=14081&m=0&a=390329,-,-,-,-,-,-,"10,00 %",-,-,-,-,,,ja,nein,ja,nein,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",09.01.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#31570,Gastrodomus,Elektronik,,https://www.gastrodomus.de/,nein,https://www.gastrodomus.de/art-der-mobel/?tt=31570_0_390329_,-,-,-,-,-,-,"2,10 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet","Nicht gestattet",Erlaubt,Erlaubt,nein,manuell,"30 Tage",28.11.19,,Klassisch,-,Klassisch,-
Akzeptiert,#20536,Gearbest.com,"Entertainment und Entspannung","Wohnen, Haus und Garten > Wohnungseinrichtung, Hard- und Software > Hardware, Telekommunikation > Mobiltelefone, Elektronik > Telefone, Geschenke und Gadgets > Geschenke, Elektronik > Küche, Elektronik > Computer, Mode und Accessoires > Accessoires, Elektronik > Audio und Video, Geschenke und Gadgets > Gadgets, Autos, Motorräder und Zubehör > Soundsystem, Elektronik > Fotos und Video, Telekommunikation > Zubehör, Spaß und Spiele > Freizeitspiele, Elektronik > Haushaltswaren, Elektronik > Multimedia, Autos, Motorräder und Zubehör > Zubehör und Teile, Kunst und Lifestyle > Lifestyle, Mode und Accessoires > Schmuck und Uhren, Mode und Accessoires > Damen, Elektronik > Zubehör, Mode und Accessoires > Herren, Wohnen, Haus und Garten > Haus & Garten",https://www.gearbest.com,nein,https://tc.tradetracker.net/?c=20536&m=0&a=390329,-,-,-,-,-,-,"10,00 %",-,-,-,Allgemein,01.01.21,10.01.21,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"30 Tage",07.09.15,,Klassisch,-,Klassisch,-
Akzeptiert,#7778,Geruchskontrolle.de,Sonstiges,"Elektronik > Haushaltswaren",https://www.geruchskontrolle.de,ja,https://geruchskontrolle.de/geruchsbeseitigung/?tt=7778_0_390329_,-,-,-,-,-,-,"10,50 %","10,50 %",-,-,Bronze,01.01.21,10.01.21,ja,nein,ja,ja,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"60 Tage",07.05.12,,Klassisch,-,Klassisch,-
Akzeptiert,#28855,Getpenta.com,Finanzprodukte,"Finanzprodukte > Sparvermögen, Finanzprodukte > Geldtransfers",https://getpenta.com/de/home,nein,https://tc.tradetracker.net/?c=28855&m=0&a=390329,-,-,"7,70 €",-,-,-,-,-,-,-,Allgemein,31.12.20,09.01.21,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",09.10.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#8943,Giordanoweine.de,"Essen und Trinken","Essen und Trinken > Alkohol, Essen und Trinken > Champagner und Weine",https://www.giordanoweine.de/,nein,https://tc.tradetracker.net/?c=8943&m=0&a=390329,-,-,-,-,"10,00 €",-,-,-,-,-,-,,,nein,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",10.03.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#25854,Good-d.de,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Küche, Wohnen, Haus und Garten > Haus & Garten, Wohnen, Haus und Garten > Bett- und Tischwäsche, Wohnen, Haus und Garten > Betten und Bettzeug, Wohnen, Haus und Garten > Möbel und Interior, Wohnen, Haus und Garten > Lampen und Licht, Wohnen, Haus und Garten > Wohnungseinrichtung",https://www.good-d.de/,nein,https://www.good-d.de/einrichtung/?tt=25854_0_390329_,-,-,-,-,-,-,"4,20 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"30 Tage",19.06.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#14285,"GORILLA SPORTS","Sport und Freizeit",,https://www.gorillasports.de,nein,https://www.gorillasports.de/fitnesstt/?tt=14285_0_390329_,-,-,-,-,-,-,"10,00 %","10,00 %",-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,"Nicht gestattet",nein,manuell,"60 Tage",20.02.15,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#14119,Grillshop.at,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Haus & Garten, Wohnen, Haus und Garten > Grillen, Wohnen, Haus und Garten > Garten",https://grillshop.at,ja,https://www.grillshop.at/grillen/?tt=14119_0_390329_,-,-,-,-,-,-,"2,10 %","2,10 %",-,-,-,,,ja,nein,ja,ja,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",05.03.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#9129,G-Star.com,"Mode und Accessoires","Mode und Accessoires > Sportkleidung, Mode und Accessoires > Schuhe und Stiefel, Mode und Accessoires > Dessous, Mode und Accessoires > Handtaschen und Portemonnaies, Mode und Accessoires > Outlet, Mode und Accessoires > Jugend, Mode und Accessoires > Damen, Mode und Accessoires > Herren, Mode und Accessoires > Accessoires",https://www.g-star.com/,ja,https://tc.tradetracker.net/?c=9129&m=0&a=390329,-,-,-,-,-,-,"12,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Eingeschränkt,Eingeschränkt,nein,manuell,"30 Tage",26.11.12,,Klassisch,-,Benutzerdefiniert,-
"Nicht angemeldet",#8240,"H10 Hotels","Reisen und Urlaub","Reisen und Urlaub > Hotels",https://www.h10hotels.com/de,nein,https://tc.tradetracker.net/?c=8240&m=0&a=390329,-,-,-,-,-,-,"4,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",06.07.12,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33756,"Happy Man","Gesundheit und Schönheit","Gesundheit und Schönheit > Nahrungsergänzungsmittel, Gesundheit und Schönheit > Vitamine, Gesundheit und Schönheit > Arzneimittel",https://happy-man.shop/,nein,https://tc.tradetracker.net/?c=33756&m=0&a=390329,-,-,-,-,-,-,"14,00 %",-,-,-,-,,,ja,nein,ja,nein,Erlaubt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",27.01.21,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#11884,"HarmanKardon DE",Elektronik,"Elektronik > Zubehör, Elektronik > Multimedia",https://HarmanKardon.de,nein,https://tc.tradetracker.net/?c=11884&m=0&a=390329,-,-,-,-,-,-,"6,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,ja,automatisch,"15 Tage",19.08.13,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#14554,Heliflieger.com,"Reisen und Urlaub","Reisen und Urlaub > Abenteuerreisen, Geschenke und Gadgets > Geschenke, Hobby und Freizeit > Outdoor",https://www.heliflieger.com,nein,https://www.heliflieger.com/helikopter/?tt=14554_0_390329_,-,-,-,-,"15,00 €",-,"5,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet","Nicht gestattet",Erlaubt,Erlaubt,nein,manuell,"30 Tage",28.03.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#16253,"HEMA ",Warenhäuser,"Kunst und Lifestyle > Fotoalben, Kunst und Lifestyle > Fotoprodukte, Essen und Trinken > Ernährung und Nahrungsergänzungsmittel, Baby und Kinder > Babyprodukte, Baby und Kinder > Babykleidung, Baby und Kinder > Kinderspielzeug, Mode und Accessoires > Kinderkleidung, Mode und Accessoires > Sportkleidung, Mode und Accessoires > Nachtwäsche, Mode und Accessoires > Dessous, Mode und Accessoires > Schuhe und Stiefel, Sport und Freizeit > Kleidung und Schuhe, Wohnen, Haus und Garten > Betten und Bettzeug, Mode und Accessoires > Schmuck und Uhren, Mode und Accessoires > Handtaschen und Portemonnaies, Mode und Accessoires > Sonnenbrillen, Mode und Accessoires > Übergrößen, Mode und Accessoires > Outlet, Wohnen, Haus und Garten > Wohnungseinrichtung, Mode und Accessoires > Jugend, Mode und Accessoires > Accessoires, Wohnen, Haus und Garten > Lampen und Licht, Mode und Accessoires > Senioren, Essen und Trinken > Kaffeeprodukte, Wohnen, Haus und Garten > Möbel und Interior, Essen und Trinken > Gebäck und Kuchen, Mode und Accessoires > Damen, Wohnen, Haus und Garten > Bad- und Sanitäreinrichtungen, Geschenke und Gadgets > Geschenke, Geschenke und Gadgets > Gadgets, Wohnen, Haus und Garten > Boden und Pflaster, Mode und Accessoires > Badekleidung, Mode und Accessoires > Herren",https://www.hema.com,ja,https://tc.tradetracker.net/?c=16253&m=0&a=390329,-,-,-,-,-,-,"6,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Eingeschränkt,Eingeschränkt,nein,manuell,"30 Tage",01.08.14,,Klassisch,-,Benutzerdefiniert,-
"Nicht angemeldet",#33643,herbadea.de,"Gesundheit und Schönheit","Gesundheit und Schönheit > Gesundheitsvorsorge, Gesundheit und Schönheit > Eigenversuch, Gesundheit und Schönheit > Arzneimittel",https://www.herbadea.de,nein,https://tc.tradetracker.net/?c=33643&m=0&a=390329,-,-,-,-,-,-,"21,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",09.12.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#28437,Heuts.de,"Wohnen, Haus und Garten","Autos, Motorräder und Zubehör > Fahrräder, Wohnen, Haus und Garten > Möbel und Interior, Spaß und Spiele > Freizeitspiele, Autos, Motorräder und Zubehör > Navigationssystem, Sonstiges > Auktionen und Deals, Autos, Motorräder und Zubehör > Zubehör und Teile, Hobby und Freizeit > Outdoor, Wohnen, Haus und Garten > Grillen, Wohnen, Haus und Garten > Haus & Garten, Autos, Motorräder und Zubehör > Soundsystem, Wohnen, Haus und Garten > Garten, Wohnen, Haus und Garten > Terrasse",https://www.heuts.de/,ja,https://www.heuts.de/auto/?tt=28437_0_390329_,-,-,-,-,-,-,"3,50 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Eingeschränkt,Eingeschränkt,nein,manuell,"30 Tage",29.08.18,,Klassisch,-,"Last Touch Point",-
"Nicht angemeldet",#4287,Hipotels,"Reisen und Urlaub","Reisen und Urlaub > Hotels, Reisen und Urlaub > Sommerurlaub",https://www.hipotels.com/,nein,https://tc.tradetracker.net/?c=4287&m=0&a=390329,-,-,-,-,-,-,"4,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",01.11.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#16629,"Holiday Park / Plopsa DE","Reisen und Urlaub","Reisen und Urlaub > Tickets, Reisen und Urlaub > Freizeitparks",https://www.plopsa.be/de,nein,https://www.plopsa.be/kabouter/?tt=16629_0_390329_,-,-,-,-,-,-,"7,70 %","7,70 %",-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",26.08.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#29558,Hollandsail.de,"Reisen und Urlaub","Reisen und Urlaub > Aktivreisen, Reisen und Urlaub > Kreuzfahrten, Reisen und Urlaub > Fernreisen, Reisen und Urlaub > Sommerurlaub",https://hollandsail.de,nein,https://tc.tradetracker.net/?c=29558&m=0&a=390329,-,-,"63,00 €",-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet","Nicht gestattet","Nicht gestattet",Eingeschränkt,nein,manuell,"60 Tage",05.02.19,,Benutzerdefiniert,-,Klassisch,-
"Nicht angemeldet",#32661,homelody,"Wohnen, Haus und Garten",,https://www.homelody-shop.com,ja,https://tc.tradetracker.net/?c=32661&m=0&a=390329,-,-,-,-,-,-,"4,90 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",28.05.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#28419,Hormonyshop.de,"Gesundheit und Schönheit","Gesundheit und Schönheit > Vitamine, Kunst und Lifestyle > Lifestyle, Gesundheit und Schönheit > Eigenversuch, Gesundheit und Schönheit > Gesundheitsvorsorge, Gesundheit und Schönheit > Kosmetik & Hautpflege, Gesundheit und Schönheit > Diät, Gesundheit und Schönheit > Nahrungsergänzungsmittel, Gesundheit und Schönheit > Arzneimittel",https://www.hormonyshop.de/,ja,https://tc.tradetracker.net/?c=28419&m=0&a=390329,-,-,-,-,-,-,"15,00 %","15,00 %",-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"30 Tage",16.10.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#29505,Hotelopia,"Reisen und Urlaub","Reisen und Urlaub > Hotels, Reisen und Urlaub > Fernreisen, Reisen und Urlaub > Sommerurlaub",https://www.hotelopia.de,nein,https://tc.tradetracker.net/?c=29505&m=0&a=390329,-,-,-,-,-,-,"6,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",29.03.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#16176,hotelspecials.de,"Reisen und Urlaub","Reisen und Urlaub > Städtereisen, Reisen und Urlaub > Sommerurlaub, Reisen und Urlaub > Hotels, Reisen und Urlaub > Winterurlaub",https://www.hotelspecials.de,nein,https://tc.tradetracker.net/?c=16176&m=0&a=390329,-,-,-,-,"4,20 €",-,-,-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"30 Tage",07.06.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#3738,"Hotels Viva","Reisen und Urlaub","Reisen und Urlaub > Hotels, Reisen und Urlaub > Sommerurlaub",https://www.hotelsviva.com/de/home,nein,https://tc.tradetracker.net/?c=3738&m=0&a=390329,-,-,-,-,-,-,"4,00 %","4,00 %",-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",23.11.10,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#24629,"Iamsterdam.com DE","Reisen und Urlaub","Reisen und Urlaub > Parken, Reisen und Urlaub > Reiseprodukte, Reisen und Urlaub > Camping-Reisen, Reisen und Urlaub > Jugendreisen, Reisen und Urlaub > Winterurlaub, Reisen und Urlaub > Sportreisen, Reisen und Urlaub > Fernreisen, Reisen und Urlaub > Kinderreisen, Reisen und Urlaub > Rundreisen, Reisen und Urlaub > Autoreisen, Reisen und Urlaub > Hotels, Reisen und Urlaub > Ferienparks, Reisen und Urlaub > Sommerurlaub, Reisen und Urlaub > Autovermietung, Reisen und Urlaub > Tickets, Reisen und Urlaub > Ferienwohnungen, Reisen und Urlaub > Singlereisen, Reisen und Urlaub > Abenteuerreisen, Reisen und Urlaub > Freizeitparks, Reisen und Urlaub > Busreisen, Reisen und Urlaub > Städtereisen, Reisen und Urlaub > Aktivreisen",https://www.iamsterdam.com/de,nein,https://www.iamsterdam.com/ttamsterdam/?tt=24629_0_390329_,-,-,-,-,-,-,"14,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"100 Tage",11.04.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#3731,Iberostar.com,"Reisen und Urlaub","Reisen und Urlaub > Aktivreisen, Reisen und Urlaub > Hotels, Reisen und Urlaub > Sportreisen, Reisen und Urlaub > Sommerurlaub",https://www.iberostar.com/de,nein,https://tc.tradetracker.net/?c=3731&m=0&a=390329,-,-,-,-,-,-,"5,50 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",21.09.10,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#27510,"iELM DE","Baby und Kinder","Mode und Accessoires > Accessoires, Mode und Accessoires > Kinderkleidung, Mode und Accessoires > Nachtwäsche, Baby und Kinder > Babyprodukte, Baby und Kinder > Babykleidung, Mode und Accessoires > Jugend",https://ielm.de/,ja,https://www.ielm.de/redirect/?tt=27510_0_390329_,-,-,-,-,-,-,"3,50 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",30.10.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#18740,Ihre-kontaktlinsen.de,"Gesundheit und Schönheit","Gesundheit und Schönheit > Kontaktlinsen, Gesundheit und Schönheit > Brillen",https://ihre-kontaktlinsen.de,nein,https://tc.tradetracker.net/?c=18740&m=0&a=390329,-,-,-,-,-,-,"5,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"100 Tage",19.03.15,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#28113,Ihr-fotogeschenk.de,"Geschenke und Gadgets","Geschenke und Gadgets > Geschenke",https://www.ihr-fotogeschenk.de/,ja,https://www.ihr-fotogeschenk.de/Privatleinwand/?tt=28113_0_390329_,-,-,"0,50 €",-,-,-,"8,00 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",10.07.18,,"Position (40/20/40)",-,"Position (40/20/40)",-
Abgelehnt,#33415,immocloud.de,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Immobilie",https://www.immocloud.de,ja,https://www.immocloud.de/wohnungen/?tt=33415_0_390329_,-,-,"6,50 €",-,"30,00 €",-,-,-,-,-,Standard,05.01.21,18.01.21,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Eingeschränkt,Eingeschränkt,nein,automatisch,"100 Tage",01.01.21,,Klassisch,-,Klassisch,-
